number,type,name,city,latitude,longitude,result_city,result_type
8,passage,ORTEAUX,Paris,48.894144,2.375119,Paris,housenumber
61,rue,PLAINE,Paris,48.850237,2.404315,Paris,housenumber
10,rue,ÉCOLE POLYTECHNIQUE,Paris,48.847713,2.347881,Paris,housenumber
61,rue,CHATEAU D'EAU,Paris,48.872495,2.355162,Paris,housenumber
14,impasse,BRIARE,Paris,48.877127,2.343228,Paris,housenumber
64,avenue,LEDRU-ROLLIN,Paris,48.848812,2.373208,Paris,housenumber
12,rue,ROUSSIN,Paris,48.845354,2.299046,Paris,housenumber
283,rue,FAUBOURG SAINT-ANTOINE,Paris,48.849435,2.389816,Paris,housenumber
2,villa,HERRAN,Paris,48.864519,2.2778,Paris,housenumber
2,impasse,CURÉ,Paris,48.891072,2.35964,Paris,housenumber
42,rue,VITRUVE,Paris,48.857978,2.404525,Paris,housenumber
37,rue,QUINCAMPOIX,Paris,48.860818,2.350331,Paris,housenumber
233,rue,CROIX-NIVERT,Paris,48.835039,2.289966,Paris,housenumber
29,rue,PICPUS,Paris,48.845848,2.394967,Paris,housenumber
11,cité,BERGÈRE,Paris,48.872136,2.344755,Paris,housenumber
39,rue,MARONITES,Paris,48.868791,2.385173,Paris,housenumber
30,rue,BOURDONNAIS,Paris,48.859887,2.345135,Paris,housenumber
36,rue,RIVOLI,Paris,48.856342,2.356845,Paris,housenumber
170,rue,LEGENDRE,Paris,48.891116,2.325421,Paris,housenumber
1,rue,GRENÉTA,Paris,48.865408,2.353128,Paris,housenumber
18,rue,HOUDART,Paris,48.864484,2.387477,Paris,housenumber
56,boulevard,ARAGO,Paris,48.835116,2.34424,Paris,housenumber
7,rue,CHABROL,Paris,48.876501,2.355302,Paris,housenumber
36,rue,ORTEAUX,Paris,48.856626,2.401181,Paris,housenumber
34,rue,DUSSOUBS,Paris,48.866452,2.349269,Paris,housenumber
1,rue,SOLFÉRINO,Paris,48.860706,2.32405,Paris,housenumber
12,rue,TUNNEL,Paris,48.879174,2.384862,Paris,housenumber
12,rue,DESCARTES,Paris,48.847057,2.348722,Paris,housenumber
40,rue,"F,  FOUR",Paris,48.852435,2.33137,Paris,housenumber
9,rue,AUDE,Paris,48.826444,2.334721,Paris,housenumber
39,rue,SAUSSURE,Paris,48.88476,2.315511,Paris,housenumber
37,rue,JUGE,Paris,48.849586,2.294173,Paris,housenumber
53,rue,VIGNES,Paris,48.856146,2.275124,Paris,housenumber
7,rue,SARETTE,Paris,48.827264,2.33162,Paris,housenumber
2,rue,ANNAM,Paris,48.866006,2.394277,Paris,housenumber
174,avenue,DAUMESNIL,Paris,48.839746,2.394459,Paris,housenumber
8,place,LABORDE,Paris,48.875832,2.321875,Paris,housenumber
42,rue,SAINT-DOMINIQUE,Paris,48.860003,2.310912,Paris,housenumber
6,rue,DÉCHARGEURS,Paris,48.859837,2.346267,Paris,housenumber
41,rue,BERGERS,Paris,48.861971,2.343059,Paris,housenumber
10,rue,AVRE,Paris,48.848203,2.297948,Paris,housenumber
9,rue,PRONY,Paris,48.880781,2.307565,Paris,housenumber
18,rue,GRENÉTA,Paris,48.865248,2.351167,Paris,housenumber
17,boulevard,CAPUCINES,Paris,48.8704,2.33184,Paris,housenumber
8,rue,LABROUSTE,Paris,48.835904,2.309588,Paris,housenumber
129,rue,CARDINET,Paris,48.886419,2.312638,Paris,housenumber
64,rue,CHATEAU DES RENTIERS,Paris,48.826001,2.369389,Paris,housenumber
97,rue,LA BOETIE,Paris,48.871514,2.307701,Paris,housenumber
161,rue,BAGNOLET,Paris,48.863341,2.407097,Paris,housenumber
104,rue,MEAUX,Paris,48.885226,2.380778,Paris,housenumber
19,rue,PLUMET,Paris,48.838869,2.307555,Paris,housenumber
74,rue,LÉVIS,Paris,48.884372,2.312603,Paris,housenumber
4,rue,CLAUDE TILLIER,Paris,48.847757,2.387596,Paris,housenumber
88,avenue,CHOISY,Paris,48.824707,2.361252,Paris,housenumber
11,rue,CROIX DES PETITS-CHAMPS,Paris,48.862876,2.339299,Paris,housenumber
23,rue,BRÉA,Paris,48.842588,2.32985,Paris,housenumber
18,rue,BAUDELIQUE,Paris,48.892869,2.34755,Paris,housenumber
1,place,VOLTAIRE,Paris,48.852251,2.389865,Paris,housenumber
1,rue,BERGERS,Paris,48.860563,2.349087,Paris,housenumber
86,rue,SAINT-DOMINIQUE,Paris,48.859592,2.306608,Paris,housenumber
13,rue,NICE,Paris,48.854944,2.390393,Paris,housenumber
14,rue,MARSEILLE,Paris,48.871621,2.363945,Paris,housenumber
24,passage,DHIER,Paris,48.854404,2.373337,Paris,housenumber
15,rue,SAINT-AMBROISE,Paris,48.861962,2.376763,Paris,housenumber
4,rue,UNIVERSITÉ,Paris,48.856491,2.331378,Paris,housenumber
3,rue,MARCADET,Paris,48.890307,2.355337,Paris,housenumber
111,boulevard,SOULT,Paris,48.843586,2.40978,Paris,housenumber
5,rue,ROSES,Paris,48.893147,2.362659,Paris,housenumber
44,rue,AQUEDUC,Paris,48.882458,2.364255,Paris,housenumber
19,rue,AUGEREAU,Paris,48.856967,2.302357,Paris,housenumber
28,rue,BREY,Paris,48.877035,2.295191,Paris,housenumber
12,rue,PONTHIEU,Paris,48.870477,2.310511,Paris,housenumber
6,rue,ALLÉE VERTE,Paris,48.859312,2.370309,Paris,housenumber
48,avenue,MARCEAU,Paris,48.868955,2.298981,Paris,housenumber
13,rue,BUCHERIE,Paris,48.851734,2.348587,Paris,housenumber
11,rue,THÉATRE,Paris,48.850084,2.285286,Paris,housenumber
3,rue,MILTON,Paris,48.87695,2.340434,Paris,housenumber
38,rue,PETITS-CHAMPS,Paris,48.867196,2.335305,Paris,housenumber
24,rue,PONTHIEU,Paris,48.870854,2.309252,Paris,housenumber
24,place,BATIGNOLLES,Paris,48.884864,2.321198,Paris,housenumber
4,place,MALESHERBES,Paris,48.880982,2.339674,Paris,housenumber
80,boulevard,COURCELLES,Paris,48.879889,2.305741,Paris,housenumber
8,rue,PROVIDENCE,Paris,48.825462,2.348968,Paris,housenumber
11,rue,OBLIGADO,Paris,48.869765,2.40512,Paris,housenumber
69,rue,GRENÉTA,Paris,48.865552,2.347442,Paris,housenumber
91,rue,OURCQ,Paris,48.893459,2.376483,Paris,housenumber
229,rue,BELLEVILLE,Paris,48.87554,2.395989,Paris,housenumber
55,avenue,PHILIPPE-AUGUSTE,Paris,48.852864,2.392897,Paris,housenumber
19,rue,CHAUVELOT,Paris,48.82863,2.303178,Paris,housenumber
60,rue,AUBERVILLIERS,Paris,48.887568,2.367274,Paris,housenumber
6,cité,ANTIN,Paris,48.873685,2.33433,Paris,housenumber
188,rue,FAUBOURG SAINT-ANTOINE,Paris,48.850146,2.383344,Paris,housenumber
17,rue,HELDER,Paris,48.872435,2.335056,Paris,housenumber
31,rue,FÉLICITÉ,Paris,48.88729,2.31063,Paris,housenumber
2,passage,NOIROT,Paris,48.851711,2.39104,Paris,housenumber
6,rue,DUÉE,Paris,48.870741,2.395856,Paris,housenumber
9,rue,VAUGIRARD,Paris,48.848921,2.339891,Paris,housenumber
203,avenue,MAINE,Paris,48.82922,2.326599,Paris,housenumber
23,boulevard,VAUGIRARD,Paris,48.841358,2.318783,Paris,housenumber
50,rue,CLÉRY,Paris,48.868468,2.347971,Paris,housenumber
31,rue,BAGNOLET,Paris,48.856877,2.396628,Paris,housenumber
33,boulevard,DIDEROT,Paris,48.846449,2.37756,Paris,housenumber
11,rue,MANDAR,Paris,48.865693,2.345252,Paris,housenumber
4,rue,POUCHET,Paris,48.891755,2.318787,Paris,housenumber
69,rue,ASSOMPTION,Paris,48.855153,2.267532,Paris,housenumber
76,avenue,MARCEAU,Paris,48.871711,2.297194,Paris,housenumber
9,rue,SAINTE-CHAPELLE,Paris,48.890955,2.359671,Paris,housenumber
42,rue,TIQUETONNE,Paris,48.864787,2.347502,Paris,housenumber
39,rue,COMMERCE,Paris,48.846909,2.295902,Paris,housenumber
33,rue,BELLECHASSE,Paris,48.857447,2.322192,Paris,housenumber
82,rue,BOISSIÈRE,Paris,48.869354,2.285973,Paris,housenumber
7,rue,JACOB,Paris,48.854827,2.3358,Paris,housenumber
12,rue,DAREAU,Paris,48.831639,2.338301,Paris,housenumber
3,rue,CASTELLANE,Paris,48.872157,2.325389,Paris,housenumber
2,rue,PAIX,Paris,48.868425,2.330587,Paris,housenumber
3,rue,FAUVET,Paris,48.888861,2.327625,Paris,housenumber
5,rue,LAMBERT,Paris,48.888341,2.345843,Paris,housenumber
3,rue,FLEURY,Paris,48.884453,2.354037,Paris,housenumber
58,rue,GRENÉTA,Paris,48.865558,2.34781,Paris,housenumber
23,boulevard,BESSIÈRES,Paris,48.897379,2.326348,Paris,housenumber
22,rue,LISBONNE,Paris,48.877778,2.314507,Paris,housenumber
42,rue,DULONG,Paris,48.884898,2.316746,Paris,housenumber
28,rue,SAINT-MERRI,Paris,48.859868,2.351876,Paris,housenumber
1,rue,SAINT-BERNARD,Paris,48.850572,2.381385,Paris,housenumber
2,rue,EMÉRIAU,Paris,48.852004,2.288566,Paris,housenumber
45,rue,BABYLONE,Paris,48.85166,2.318552,Paris,housenumber
20,passage,MASLIER,Paris,48.854247,2.373564,Paris,housenumber
23,rue,MONTORGUEIL,Paris,48.864108,2.346484,Paris,housenumber
101,rue,MARCADET,Paris,48.891096,2.343865,Paris,housenumber
1,cité,FLEURS,Paris,48.891399,2.319261,Paris,housenumber
154,boulevard,SAINT-GERMAIN,Paris,48.853188,2.336452,Paris,housenumber
2,rue,DUBRUNFAUT,Paris,48.839481,2.390155,Paris,housenumber
16,rue,SPONTINI,Paris,48.870533,2.278583,Paris,housenumber
17,rue,FRANKLIN,Paris,48.859874,2.285356,Paris,housenumber
40,rue,VERNEUIL,Paris,48.858124,2.328835,Paris,housenumber
68,rue,LOURMEL,Paris,48.846175,2.288289,Paris,housenumber
16,avenue,BOUVINES,Paris,48.850828,2.396694,Paris,housenumber
35,place,MAUBERT,Paris,48.850248,2.349005,Paris,housenumber
49,rue,SAINT-LOUIS en l'ILE,Paris,48.852086,2.355705,Paris,housenumber
3,impasse,LANGLOIS,Paris,48.830818,2.355393,Paris,street
7,rue,ROCHEBRUNE,Paris,48.860908,2.37878,Paris,housenumber
3,impasse,CRINS,Paris,48.853838,2.399056,Paris,housenumber
228,rue,CRIMÉE,Paris,48.893206,2.374119,Paris,housenumber
3,rue,COURAT,Paris,48.856726,2.405508,Paris,housenumber
2,rue,PERREL,Paris,48.841991,2.298872,Paris,housenumber
13,rue,BERNARD PALISSY,Paris,48.853122,2.331235,Paris,housenumber
10,rue,NICOLET,Paris,48.888158,2.345877,Paris,housenumber
36,boulevard,MALESHERBES,Paris,48.873961,2.320776,Paris,housenumber
71,rue,FAUBOURG POISSONNIÈRE,Paris,48.875987,2.348225,Paris,housenumber
10,rue,SIBUET,Paris,48.841759,2.402454,Paris,housenumber
97,boulevard,LEFEBVRE,Paris,48.829891,2.296365,Paris,housenumber
3,place,OPÉRA,Paris,48.870347,2.331994,Paris,housenumber
184,rue,LEGENDRE,Paris,48.891758,2.326105,Paris,housenumber
19,rue,WATTIGNIES,Paris,48.836543,2.393803,Paris,housenumber
72,rue,FOLIE-MÉRICOURT,Paris,48.865532,2.370718,Paris,housenumber
39,rue,FÉCAMP,Paris,48.836159,2.400142,Paris,housenumber
1,petite impasse,GAUDELET,Paris,48.865912,2.379424,Paris,housenumber
6,rue,CONSERVATOIRE,Paris,48.873644,2.347031,Paris,housenumber
11,rue,CORBINEAU,Paris,48.839401,2.381939,Paris,housenumber
92,rue,ASSAS,Paris,48.843538,2.333556,Paris,housenumber
52,rue,MOURAUD,Paris,48.856302,2.408973,Paris,housenumber
20,cité,MALESHERBES,Paris,48.881181,2.338534,Paris,housenumber
15,rue,ARC DE TRIOMPHE,Paris,48.877086,2.293491,Paris,housenumber
88,rue,ORTEAUX,Paris,48.855768,2.407677,Paris,housenumber
20,rue,FERRUS,Paris,48.830417,2.340404,Paris,housenumber
81,rue,LA BOETIE,Paris,48.872037,2.308933,Paris,housenumber
12,rue,CASCADES,Paris,48.8697,2.390972,Paris,housenumber
53,rue,COMMERCE,Paris,48.846366,2.295433,Paris,housenumber
23,rue,CAMPAGNE-PREMIÈRE,Paris,48.839332,2.331997,Paris,housenumber
116,rue,ROQUETTE,Paris,48.856966,2.378689,Paris,housenumber
4,rue,VERTBOIS,Paris,48.86662,2.360085,Paris,housenumber
97,rue,PROVENCE,Paris,48.874148,2.330482,Paris,housenumber
86,rue,MARTYRS,Paris,48.883367,2.339804,Paris,housenumber
110,avenue,ITALIE,Paris,48.824473,2.357507,Paris,housenumber
3,rue,BUOT,Paris,48.827241,2.349037,Paris,housenumber
14,rue,OURCQ,Paris,48.888614,2.384238,Paris,housenumber
2,passage,PRÉVOST,Paris,48.853112,2.376596,Paris,housenumber
44,rue,MARCADET,Paris,48.8906,2.351044,Paris,housenumber
10,place,VAUGIRARD,Paris,48.849076,2.339722,Paris,housenumber
19,rue,FEYDEAU,Paris,48.869793,2.339977,Paris,housenumber
47,rue,BONAPARTE,Paris,48.853079,2.333358,Paris,housenumber
13,rue,SAINT-SULPICE,Paris,48.85145,2.337497,Paris,housenumber
4,rue,LEUCK-MATHIEU,Paris,48.863152,2.402954,Paris,housenumber
42,rue,TOURTILLE,Paris,48.872511,2.380223,Paris,housenumber
29,rue,MARTIN BERNARD,Paris,48.825868,2.348631,Paris,housenumber
18,rue,PAVILLONS,Paris,48.872628,2.397226,Paris,housenumber
40,rue,POISSONNIERS,Paris,48.888483,2.351674,Paris,housenumber
5,rue,SAINTE-OPPORTUNE,Paris,48.860132,2.347197,Paris,housenumber
1,rue,DEPARTEMENT,Paris,48.884895,2.367168,Paris,housenumber
18,impasse,COMPOINT,Paris,48.891731,2.324642,Paris,housenumber
43,rue,SAINT-MERRI,Paris,48.859961,2.35119,Paris,housenumber
26,rue,SAINT- SABIN,Paris,48.857088,2.370294,Paris,housenumber
10,rue,BALLU,Paris,48.881766,2.330852,Paris,housenumber
1,rue,HOUDON,Paris,48.882598,2.337953,Paris,housenumber
11,rue,ROI DE SICILE,Paris,48.855826,2.359565,Paris,housenumber
53,rue,SAINT-LAZARE,Paris,48.876839,2.334537,Paris,housenumber
138,rue,CHEMIN-VERT,Paris,48.862379,2.385807,Paris,housenumber
21,rue,VIENNE,Paris,48.877646,2.322161,Paris,housenumber
61,rue,PHILIPPE DE GIRARD,Paris,48.885852,2.361092,Paris,housenumber
15,rue,VERNIER,Paris,48.883877,2.290772,Paris,housenumber
43,rue,FAUBOURG SAINT-ANTOINE,Paris,48.852404,2.372292,Paris,housenumber
15,rue,JEAN-JACQUES ROUSSEAU,Paris,48.862538,2.340445,Paris,housenumber
9,cité,GUÉNOT,Paris,48.831815,2.319498,Paris,housenumber
89,rue,CARDINET,Paris,48.884698,2.309934,Paris,housenumber
96,rue,CLAUDE DECAEN,Paris,48.83874,2.396308,Paris,housenumber
45,rue,HAIES,Paris,48.853656,2.401887,Paris,housenumber
9,rue,TURBIGO,Paris,48.863773,2.348187,Paris,housenumber
45,rue,BOURSAULT,Paris,48.884976,2.318925,Paris,housenumber
7,rue,CUSTINE,Paris,48.887536,2.348917,Paris,housenumber
35,rue,BUCHERIE,Paris,48.852568,2.347192,Paris,housenumber
25,rue,BOURGON,Paris,48.822912,2.356159,Paris,housenumber
18,rue,CHAPON,Paris,48.863441,2.356145,Paris,housenumber
86,rue,ABOUKIR,Paris,48.867944,2.347771,Paris,housenumber
5,rue,SAINT-SAUVEUR,Paris,48.865743,2.350035,Paris,housenumber
32,rue,JOUFFROY,Paris,48.886107,2.309656,Paris,housenumber
19,rue,BOURSAULT,Paris,48.883666,2.320187,Paris,housenumber
40,rue,TOMBE-ISSOIRE,Paris,48.830964,2.334505,Paris,housenumber
37,rue,BEAUREGARD,Paris,48.869611,2.351113,Paris,housenumber
14,rue,MONTREUIL,Paris,48.850402,2.384947,Paris,housenumber
2,rue,CHAUVEAU-LAGARDE,Paris,48.871205,2.324262,Paris,housenumber
18,rue,PONT-AUX-CHOUX,Paris,48.861299,2.365183,Paris,housenumber
77,rue,CHARLOT,Paris,48.864315,2.364147,Paris,housenumber
26,rue,LAURISTON,Paris,48.871031,2.291688,Paris,housenumber
3,impasse,CHEVALIERS,Paris,48.872343,2.39635,Paris,housenumber
15,rue,QUINAULT,Paris,48.843883,2.298506,Paris,housenumber
142,rue,FAUBOURG SAINT-MARTIN,Paris,48.875009,2.359302,Paris,housenumber
19,rue,DAVY,Paris,48.891202,2.32449,Paris,housenumber
15,boulevard,VOLTAIRE,Paris,48.865697,2.36719,Paris,housenumber
6,rue,AMPÈRE,Paris,48.885296,2.306168,Paris,housenumber
3,rue,DHUIS,Paris,48.867603,2.405331,Paris,housenumber
15,rue,ÉVANGILE,Paris,48.892656,2.362541,Paris,housenumber
185,boulevard,MALESHERBES,Paris,48.887877,2.304336,Paris,housenumber
14,rue,JOUYE-ROUVE,Paris,48.872709,2.38281,Paris,housenumber
15,rue,FORGE-ROYALE,Paris,48.85151,2.380469,Paris,housenumber
7,rue,LEVERT,Paris,48.873782,2.390515,Paris,housenumber
15,cité,INDUSTRIELLE,Paris,48.858583,2.380946,Paris,housenumber
6,villa,GOBELINS,Paris,48.833684,2.353072,Paris,housenumber
12,rue,THÉRÈSE,Paris,48.866329,2.335404,Paris,housenumber
2,rue,MERCŒUR,Paris,48.856635,2.382573,Paris,housenumber
19,passage,BARRAULT,Paris,48.828655,2.348544,Paris,housenumber
29,rue,CHARLOT,Paris,48.862289,2.361797,Paris,housenumber
32,rue,MAUBEUGE,Paris,48.877569,2.343603,Paris,housenumber
30,rue,OBERKAMPF,Paris,48.863851,2.370506,Paris,housenumber
29,rue,BOIS,Paris,48.87844,2.398456,Paris,housenumber
63,boulevard,PICPUS,Paris,48.846243,2.400228,Paris,housenumber
14,rue,LANCRY,Paris,48.869499,2.360556,Paris,housenumber
108,rue,BERCY,Paris,48.839269,2.380622,Paris,housenumber
2,rue,PRÉSENTATION,Paris,48.870681,2.377583,Paris,housenumber
1,rue,PIERRE LESCOT,Paris,48.861212,2.347689,Paris,housenumber
70,rue,GLACIÈRE,Paris,48.831667,2.344214,Paris,housenumber
3,rue,MONT DORE,Paris,48.882979,2.323083,Paris,housenumber
2,rue,CASCADES,Paris,48.86925,2.391379,Paris,housenumber
172,rue,BAGNOLET,Paris,48.863833,2.407976,Paris,housenumber
8,rue,GUSTAVE DORÉ,Paris,48.886405,2.303009,Paris,housenumber
16,rue,LOURMEL,Paris,48.849865,2.291566,Paris,housenumber
64,rue,MOINES,Paris,48.890684,2.321214,Paris,housenumber
58,rue,MALTE,Paris,48.867694,2.366113,Paris,housenumber
4,place,SAINT-THOMAS D'AQUIN,Paris,48.856076,2.327075,Paris,housenumber
16,rue,BEAUNIER,Paris,48.824179,2.330194,Paris,housenumber
1,rue,DUNES,Paris,48.87551,2.378804,Paris,housenumber
51,rue,LA JONQUIÈRE,Paris,48.893571,2.322467,Paris,housenumber
121,boulevard,BESSIÈRES,Paris,48.894592,2.314844,Paris,housenumber
18,rue,MONTALIVET,Paris,48.871231,2.318219,Paris,housenumber
8,rue,HAMEAU,Paris,48.835403,2.289255,Paris,housenumber
12,rue,TRONCHET,Paris,48.871663,2.325894,Paris,housenumber
97,rue,SEINE,Paris,48.851683,2.337136,Paris,housenumber
20,rue,BOURGON,Paris,48.82299,2.356081,Paris,housenumber
14,rue,DOUDEAUVILLE,Paris,48.888942,2.357815,Paris,housenumber
8,avenue,VICTOR-HUGO,Paris,48.872849,2.292524,Paris,housenumber
13,rue,JEAN BART,Paris,48.847394,2.331082,Paris,housenumber
2,rue,MADAME,Paris,48.852051,2.331877,Paris,housenumber
25,rue,JOUYE-ROUVE,Paris,48.872109,2.383248,Paris,housenumber
38,rue,MICHEL-ANGE,Paris,48.844963,2.261499,Paris,housenumber
7,villa,PROGRÈS,Paris,48.880646,2.394074,Paris,housenumber
12,rue,DURAND-CLAYE,Paris,48.829458,2.307139,Paris,housenumber
97,rue,DIDOT,Paris,48.828468,2.31632,Paris,housenumber
32,rue,CHALIGNY,Paris,48.848403,2.384196,Paris,housenumber
6,rue,LOGELBACH,Paris,48.881479,2.308402,Paris,housenumber
100,rue,BERCY,Paris,48.838781,2.381269,Paris,housenumber
26,rue,BOIS-LE-VENT,Paris,48.857703,2.275191,Paris,housenumber
7,rue,AVRE,Paris,48.848271,2.298214,Paris,housenumber
2,place,GARE,Paris,48.832748,2.379895,Paris,housenumber
42,rue,CAIRE,Paris,48.867952,2.349271,Paris,housenumber
51,rue,ORSEL,Paris,48.883465,2.340585,Paris,housenumber
52,rue,N.-D. DE LORETTE,Paris,48.87973,2.336079,Paris,housenumber
10,rue,CHEMIN-VERT,Paris,48.857446,2.370128,Paris,housenumber
7,passage,ALEXANDRINE LEPEU,Paris,48.855908,2.386887,Paris,housenumber
200,rue,MARCADET,Paris,48.891683,2.335477,Paris,housenumber
29,rue,HARPE,Paris,48.852199,2.344528,Paris,housenumber
11,cité,MORIEUX,Paris,48.853104,2.295351,Paris,housenumber
31,rue,SERVAN,Paris,48.860928,2.382872,Paris,housenumber
8,rue,VICTOR MASSÉ,Paris,48.880624,2.339554,Paris,housenumber
43,rue,RICHARD LENOIR,Paris,48.856459,2.381114,Paris,housenumber
6,rue,SAINT-DOMINIQUE,Paris,48.858315,2.322567,Paris,housenumber
26,villa,BELLEVUE,Paris,48.879696,2.394198,Paris,housenumber
17,rue,ALIBERT,Paris,48.871649,2.367445,Paris,housenumber
9,rue,JASMIN,Paris,48.852164,2.267263,Paris,housenumber
15,rue,DIEU,Paris,48.870556,2.36485,Paris,housenumber
13,rue,LEMERCIER,Paris,48.885803,2.324573,Paris,housenumber
135,boulevard,PEREIRE,Paris,48.88408,2.296062,Paris,housenumber
1,rue,MONGE,Paris,48.849624,2.349451,Paris,housenumber
220,boulevard,VOLTAIRE,Paris,48.852962,2.387916,Paris,housenumber
104,rue,NOLLET,Paris,48.888728,2.318472,Paris,housenumber
106,rue,CONVENTION,Paris,48.841239,2.287337,Paris,housenumber
118,boulevard,MASSÉNA,Paris,48.820502,2.365365,Paris,housenumber
29,rue,SAINT- SABIN,Paris,48.857062,2.370123,Paris,housenumber
6,boulevard,BELLEVILLE,Paris,48.867385,2.383212,Paris,housenumber
38,avenue,BUGEAUD,Paris,48.870843,2.280367,Paris,housenumber
50,rue,TROIS FRÈRES,Paris,48.885464,2.338945,Paris,housenumber
30,rue,MOURAUD,Paris,48.855492,2.40805,Paris,housenumber
89,rue,COMMERCE,Paris,48.844216,2.293575,Paris,housenumber
4,rue,HÉROLD,Paris,48.864642,2.341116,Paris,housenumber
114,rue,BAGNOLET,Paris,48.859864,2.403645,Paris,housenumber
7,rue,DOCTEUR,Paris,48.841568,2.312438,Paris,housenumber
70,rue,ALLERAY,Paris,48.836394,2.305914,Paris,housenumber
11,passage,GÉNIE,Paris,48.848347,2.389283,Paris,housenumber
7,place,SORBONNE,Paris,48.848561,2.341951,Paris,housenumber
170,rue,PELLEPORT,Paris,48.873681,2.398023,Paris,housenumber
8,avenue,VAUGIRARD,Paris,48.849059,2.339846,Paris,housenumber
5,rue,FAUBOURG POISSONNIÈRE,Paris,48.871206,2.347789,Paris,housenumber
1,rue,CERISOLES,Paris,48.868554,2.302356,Paris,housenumber
5,rue,SAINT-YVES,Paris,48.825657,2.333988,Paris,housenumber
27,rue,SAINT-ROCH,Paris,48.865798,2.332451,Paris,housenumber
23,rue,NATIONALE,Paris,48.823423,2.368283,Paris,housenumber
8,rue,FROCHOT,Paris,48.881413,2.337577,Paris,housenumber
5,petite impasse,GAUDELET,Paris,48.865586,2.379689,Paris,housenumber
145,boulevard,VOLTAIRE,Paris,48.855677,2.384012,Paris,housenumber
42,rue,GARE DE REUILLY,Paris,48.845464,2.388621,Paris,housenumber
6,avenue,OPÉRA,Paris,48.864359,2.335237,Paris,housenumber
29,rue,TRÉVISE,Paris,48.874509,2.345293,Paris,housenumber
14,passage,SAINT-BERNARD,Paris,48.851795,2.379932,Paris,housenumber
47,rue,ASSAS,Paris,48.846248,2.331195,Paris,housenumber
8,rue,TOURNEUX,Paris,48.83762,2.398591,Paris,housenumber
5,rue,RAVIGNAN,Paris,48.885465,2.337701,Paris,housenumber
7,boulevard,CHAUVELOT,Paris,48.829225,2.302498,Paris,housenumber
179,rue,CROIX-NIVERT,Paris,48.839134,2.289879,Paris,housenumber
1,rue,MALTE,Paris,48.863495,2.369097,Paris,housenumber
22,rue,CHARTRES,Paris,48.884737,2.353645,Paris,housenumber
1,rue,GOZLIN,Paris,48.853332,2.333938,Paris,housenumber
17,rue,SAINT-SULPICE,Paris,48.851437,2.33729,Paris,housenumber
23,rue,SAINT-SÉBASTIEN,Paris,48.861284,2.369565,Paris,housenumber
11,avenue,OBSERVATOIRE,Paris,48.843248,2.337596,Paris,housenumber
20,rue,FAUBOURG ST-HONORÉ,Paris,48.868826,2.32211,Paris,housenumber
7,passage,LEGENDRE,Paris,48.891774,2.326399,Paris,housenumber
7,rue,NICOLO,Paris,48.858388,2.280588,Paris,housenumber
3,rue,SAINT-SIMON,Paris,48.856516,2.324298,Paris,housenumber
60,boulevard,VOLTAIRE,Paris,48.86182,2.373048,Paris,housenumber
6,rue,PONTOISE,Paris,48.850324,2.352206,Paris,housenumber
35,rue,PETITS-CARREAUX,Paris,48.867638,2.347264,Paris,housenumber
22,rue,CHAMP DE L'ALOUETTE,Paris,48.831916,2.344739,Paris,housenumber
4,rue,DANTZIG,Paris,48.83522,2.300334,Paris,housenumber
26,cité,DORÉ,Paris,48.875676,2.347198,Paris,housenumber
154,rue,BAGNOLET,Paris,48.862579,2.40676,Paris,housenumber
5,rue,DUGUAY-TROUIN,Paris,48.846227,2.330591,Paris,housenumber
12,rue,GREUZE,Paris,48.863809,2.284466,Paris,housenumber
14,rue,TERRASSE,Paris,48.88211,2.313951,Paris,housenumber
47,rue,CINQ-DIAMANTS,Paris,48.828042,2.349945,Paris,housenumber
118,rue,CROIX-NIVERT,Paris,48.842275,2.293809,Paris,housenumber
69,avenue,ITALIE,Paris,48.825583,2.357751,Paris,housenumber
7,rue,SAINTS-PÈRES,Paris,48.857651,2.332861,Paris,housenumber
16,rue,PLUMET,Paris,48.839123,2.307875,Paris,housenumber
126,rue,OUEST,Paris,48.833187,2.314105,Paris,housenumber
16,cours,VINCENNES,Paris,48.847595,2.400423,Paris,housenumber
67,avenue,WAGRAM,Paris,48.878889,2.298511,Paris,housenumber
58,rue,TAITBOUT,Paris,48.875375,2.335314,Paris,housenumber
15,rue,FAUBOURG POISSONNIÈRE,Paris,48.872194,2.347796,Paris,housenumber
17,rue,ENVIERGES,Paris,48.872123,2.387022,Paris,housenumber
1,rue,LAPPE,Paris,48.854276,2.371618,Paris,housenumber
8,rue,PONT DE LODI,Paris,48.855365,2.340003,Paris,housenumber
17,rue,CHARONNE,Paris,48.853047,2.374567,Paris,housenumber
184,rue,BELLEVILLE,Paris,48.875265,2.39328,Paris,housenumber
41,boulevard,NEY,Paris,48.897734,2.343134,Paris,housenumber
128,boulevard,RICHARD LENOIR,Paris,48.865456,2.370357,Paris,housenumber
37,rue,ALSACE,Paris,48.878822,2.358491,Paris,housenumber
24,rue,LYONNAIS,Paris,48.838577,2.34636,Paris,housenumber
69,rue,LA JONQUIÈRE,Paris,48.894328,2.320133,Paris,housenumber
18,rue,JEAN COTTIN,Paris,48.894578,2.362042,Paris,housenumber
47,rue,VERNEUIL,Paris,48.858501,2.327255,Paris,housenumber
25,rue,CHAILLOT,Paris,48.867022,2.297044,Paris,housenumber
9,rue,BOULAY,Paris,48.893295,2.316949,Paris,housenumber
11,rue,LACÉPÈDE,Paris,48.843615,2.353363,Paris,housenumber
