,candidate,date,pct_trend_adjusted,state,cycle,party,pct_estimate,hi,lo
14799,Donald Trump,2020-05-05,45.61189,North Carolina,2020,,,,
14800,Joseph R. Biden Jr.,2020-05-04,48.93044,North Carolina,2020,,,,
14801,Donald Trump,2020-05-04,45.51707,North Carolina,2020,,,,
14802,Joseph R. Biden Jr.,2020-05-03,48.41692,North Carolina,2020,,,,
14803,Donald Trump,2020-05-03,45.36338,North Carolina,2020,,,,
14804,Joseph R. Biden Jr.,2020-05-02,48.44416,North Carolina,2020,,,,
14805,Donald Trump,2020-05-02,45.35153,North Carolina,2020,,,,
14806,Joseph R. Biden Jr.,2020-05-01,48.4028,North Carolina,2020,,,,
14807,Donald Trump,2020-05-01,45.37578,North Carolina,2020,,,,
14808,Joseph R. Biden Jr.,2020-04-30,48.38397,North Carolina,2020,,,,
14809,Donald Trump,2020-04-30,45.36469,North Carolina,2020,,,,
14810,Joseph R. Biden Jr.,2020-04-29,48.38406,North Carolina,2020,,,,
14811,Donald Trump,2020-04-29,45.3648,North Carolina,2020,,,,
14812,Joseph R. Biden Jr.,2020-04-28,48.48281,North Carolina,2020,,,,
14813,Donald Trump,2020-04-28,45.36672,North Carolina,2020,,,,
14814,Joseph R. Biden Jr.,2020-04-27,48.33205,North Carolina,2020,,,,
14815,Donald Trump,2020-04-27,45.91597,North Carolina,2020,,,,
14816,Joseph R. Biden Jr.,2020-04-26,48.35157,North Carolina,2020,,,,
14817,Donald Trump,2020-04-26,45.91858,North Carolina,2020,,,,
14818,Joseph R. Biden Jr.,2020-04-25,48.38433,North Carolina,2020,,,,
14819,Donald Trump,2020-04-25,45.61311,North Carolina,2020,,,,
14820,Joseph R. Biden Jr.,2020-04-24,48.3655,North Carolina,2020,,,,
14821,Donald Trump,2020-04-24,45.74883,North Carolina,2020,,,,
14822,Joseph R. Biden Jr.,2020-04-23,48.3655,North Carolina,2020,,,,
14823,Donald Trump,2020-04-23,45.74883,North Carolina,2020,,,,
14824,Joseph R. Biden Jr.,2020-04-22,48.36543,North Carolina,2020,,,,
14825,Donald Trump,2020-04-22,45.74888,North Carolina,2020,,,,
14826,Joseph R. Biden Jr.,2020-04-21,48.36543,North Carolina,2020,,,,
14827,Donald Trump,2020-04-21,45.74888,North Carolina,2020,,,,
14828,Joseph R. Biden Jr.,2020-04-20,48.05492,North Carolina,2020,,,,
14829,Donald Trump,2020-04-20,45.99406,North Carolina,2020,,,,
14830,Joseph R. Biden Jr.,2020-04-19,47.99335,North Carolina,2020,,,,
14831,Donald Trump,2020-04-19,46.11153,North Carolina,2020,,,,
14832,Joseph R. Biden Jr.,2020-04-18,47.99186,North Carolina,2020,,,,
14833,Donald Trump,2020-04-18,46.18406,North Carolina,2020,,,,
14834,Joseph R. Biden Jr.,2020-04-17,47.67526,North Carolina,2020,,,,
14835,Donald Trump,2020-04-17,46.49205,North Carolina,2020,,,,
14836,Joseph R. Biden Jr.,2020-04-16,47.66824,North Carolina,2020,,,,
14837,Donald Trump,2020-04-16,46.47461,North Carolina,2020,,,,
14838,Joseph R. Biden Jr.,2020-04-15,47.5046,North Carolina,2020,,,,
14839,Donald Trump,2020-04-15,46.31691,North Carolina,2020,,,,
14840,Joseph R. Biden Jr.,2020-04-14,46.59784,North Carolina,2020,,,,
14841,Donald Trump,2020-04-14,46.40417,North Carolina,2020,,,,
14842,Joseph R. Biden Jr.,2020-04-13,46.38074,North Carolina,2020,,,,
14843,Donald Trump,2020-04-13,46.35502,North Carolina,2020,,,,
14844,Joseph R. Biden Jr.,2020-04-12,46.38112,North Carolina,2020,,,,
14845,Donald Trump,2020-04-12,46.35504,North Carolina,2020,,,,
14846,Joseph R. Biden Jr.,2020-04-11,46.61538,North Carolina,2020,,,,
14847,Donald Trump,2020-04-11,45.83694,North Carolina,2020,,,,
14848,Joseph R. Biden Jr.,2020-04-10,46.67947,North Carolina,2020,,,,
14849,Donald Trump,2020-04-10,45.84843,North Carolina,2020,,,,
14850,Joseph R. Biden Jr.,2020-04-09,46.80205,North Carolina,2020,,,,
14851,Donald Trump,2020-04-09,45.89653,North Carolina,2020,,,,
14852,Joseph R. Biden Jr.,2020-04-08,46.80188,North Carolina,2020,,,,
14853,Donald Trump,2020-04-08,45.89665,North Carolina,2020,,,,
14854,Joseph R. Biden Jr.,2020-04-07,46.77566,North Carolina,2020,,,,
14855,Donald Trump,2020-04-07,45.92481,North Carolina,2020,,,,
14856,Joseph R. Biden Jr.,2020-04-06,48.2941,North Carolina,2020,,,,
14857,Donald Trump,2020-04-06,44.88018,North Carolina,2020,,,,
14858,Joseph R. Biden Jr.,2020-04-05,48.11446,North Carolina,2020,,,,
14859,Donald Trump,2020-04-05,44.99389,North Carolina,2020,,,,
14860,Joseph R. Biden Jr.,2020-04-04,48.06864,North Carolina,2020,,,,
14861,Donald Trump,2020-04-04,44.92955,North Carolina,2020,,,,
14862,Joseph R. Biden Jr.,2020-04-03,48.07021,North Carolina,2020,,,,
14863,Donald Trump,2020-04-03,44.961,North Carolina,2020,,,,
14864,Joseph R. Biden Jr.,2020-04-02,48.34409,North Carolina,2020,,,,
14865,Donald Trump,2020-04-02,45.02915,North Carolina,2020,,,,
14866,Joseph R. Biden Jr.,2020-04-01,48.34409,North Carolina,2020,,,,
14867,Donald Trump,2020-04-01,45.02915,North Carolina,2020,,,,
14868,Joseph R. Biden Jr.,2020-03-31,48.39065,North Carolina,2020,,,,
14869,Donald Trump,2020-03-31,45.08197,North Carolina,2020,,,,
14870,Joseph R. Biden Jr.,2020-03-30,48.48812,North Carolina,2020,,,,
14871,Donald Trump,2020-03-30,45.12609,North Carolina,2020,,,,
14872,Joseph R. Biden Jr.,2020-03-29,48.64281,North Carolina,2020,,,,
14873,Donald Trump,2020-03-29,45.14666,North Carolina,2020,,,,
14874,Joseph R. Biden Jr.,2020-03-28,48.69279,North Carolina,2020,,,,
14875,Donald Trump,2020-03-28,45.18687,North Carolina,2020,,,,
14876,Joseph R. Biden Jr.,2020-03-27,48.75325,North Carolina,2020,,,,
14877,Donald Trump,2020-03-27,45.31347,North Carolina,2020,,,,
14878,Joseph R. Biden Jr.,2020-03-26,48.75325,North Carolina,2020,,,,
14879,Donald Trump,2020-03-26,45.31347,North Carolina,2020,,,,
14880,Joseph R. Biden Jr.,2020-03-25,48.58183,North Carolina,2020,,,,
14881,Donald Trump,2020-03-25,45.28183,North Carolina,2020,,,,
14882,Joseph R. Biden Jr.,2020-03-24,48.55611,North Carolina,2020,,,,
14883,Donald Trump,2020-03-24,44.99537,North Carolina,2020,,,,
14884,Joseph R. Biden Jr.,2020-03-23,48.85397,North Carolina,2020,,,,
14885,Donald Trump,2020-03-23,45.66368,North Carolina,2020,,,,
14886,Joseph R. Biden Jr.,2020-03-22,48.93039,North Carolina,2020,,,,
14887,Donald Trump,2020-03-22,45.85698,North Carolina,2020,,,,
14888,Joseph R. Biden Jr.,2020-03-21,49.02269,North Carolina,2020,,,,
14889,Donald Trump,2020-03-21,45.73883,North Carolina,2020,,,,
14890,Joseph R. Biden Jr.,2020-03-20,49.02037,North Carolina,2020,,,,
14891,Donald Trump,2020-03-20,45.7122,North Carolina,2020,,,,
14892,Joseph R. Biden Jr.,2020-03-19,49.04074,North Carolina,2020,,,,
14893,Donald Trump,2020-03-19,45.73398,North Carolina,2020,,,,
14894,Joseph R. Biden Jr.,2020-03-18,48.71758,North Carolina,2020,,,,
14895,Donald Trump,2020-03-18,45.37897,North Carolina,2020,,,,
14896,Joseph R. Biden Jr.,2020-03-17,48.71758,North Carolina,2020,,,,
14897,Donald Trump,2020-03-17,45.37897,North Carolina,2020,,,,
14898,Joseph R. Biden Jr.,2020-03-16,48.71632,North Carolina,2020,,,,
14899,Donald Trump,2020-03-16,45.42332,North Carolina,2020,,,,
14900,Joseph R. Biden Jr.,2020-03-15,48.79146,North Carolina,2020,,,,
14901,Donald Trump,2020-03-15,45.6562,North Carolina,2020,,,,
14902,Joseph R. Biden Jr.,2020-03-14,48.85283,North Carolina,2020,,,,
14903,Donald Trump,2020-03-14,45.71822,North Carolina,2020,,,,
14904,Joseph R. Biden Jr.,2020-03-13,48.85309,North Carolina,2020,,,,
14905,Donald Trump,2020-03-13,45.71845,North Carolina,2020,,,,
14906,Joseph R. Biden Jr.,2020-03-12,48.68014,North Carolina,2020,,,,
14907,Donald Trump,2020-03-12,45.75378,North Carolina,2020,,,,
14908,Joseph R. Biden Jr.,2020-03-11,48.6271,North Carolina,2020,,,,
14909,Donald Trump,2020-03-11,45.73235,North Carolina,2020,,,,
14910,Joseph R. Biden Jr.,2020-03-10,48.76968,North Carolina,2020,,,,
14911,Donald Trump,2020-03-10,45.54165,North Carolina,2020,,,,
14912,Joseph R. Biden Jr.,2020-03-09,48.79591,North Carolina,2020,,,,
14913,Donald Trump,2020-03-09,45.59652,North Carolina,2020,,,,
14914,Joseph R. Biden Jr.,2020-03-08,48.88387,North Carolina,2020,,,,
14915,Donald Trump,2020-03-08,45.7313,North Carolina,2020,,,,
14916,Joseph R. Biden Jr.,2020-03-07,48.7775,North Carolina,2020,,,,
14917,Donald Trump,2020-03-07,46.13728,North Carolina,2020,,,,
14918,Joseph R. Biden Jr.,2020-03-06,48.65302,North Carolina,2020,,,,
14919,Donald Trump,2020-03-06,46.31169,North Carolina,2020,,,,
14920,Joseph R. Biden Jr.,2020-03-05,48.65257,North Carolina,2020,,,,
14921,Donald Trump,2020-03-05,46.31218,North Carolina,2020,,,,
14922,Joseph R. Biden Jr.,2020-03-04,48.6534,North Carolina,2020,,,,
14923,Donald Trump,2020-03-04,46.31175,North Carolina,2020,,,,
14924,Joseph R. Biden Jr.,2020-03-03,48.65332,North Carolina,2020,,,,
14925,Donald Trump,2020-03-03,46.31221,North Carolina,2020,,,,
14926,Joseph R. Biden Jr.,2020-03-02,48.65256,North Carolina,2020,,,,
14927,Donald Trump,2020-03-02,46.31216,North Carolina,2020,,,,
14928,Joseph R. Biden Jr.,2020-03-01,48.6617,North Carolina,2020,,,,
14929,Donald Trump,2020-03-01,46.31087,North Carolina,2020,,,,
14930,Joseph R. Biden Jr.,2020-02-29,48.6617,North Carolina,2020,,,,
14931,Donald Trump,2020-02-29,46.31087,North Carolina,2020,,,,
14932,Joseph R. Biden Jr.,2020-02-28,48.6805,North Carolina,2020,,,,
14933,Donald Trump,2020-02-28,46.27161,North Carolina,2020,,,,
14934,Joseph R. Biden Jr.,2020-02-27,48.59373,North Carolina,2020,,,,
14935,Donald Trump,2020-02-27,46.13168,North Carolina,2020,,,,
14936,Joseph R. Biden Jr.,2020-11-03,38.72194,North Dakota,2020,,,,
14937,Donald Trump,2020-11-03,56.03613,North Dakota,2020,,,,
14938,Joseph R. Biden Jr.,2020-11-02,38.72194,North Dakota,2020,,,,
14939,Donald Trump,2020-11-02,56.03613,North Dakota,2020,,,,
14940,Joseph R. Biden Jr.,2020-11-01,38.91632,North Dakota,2020,,,,
14941,Donald Trump,2020-11-01,56.23038,North Dakota,2020,,,,
14942,Joseph R. Biden Jr.,2020-10-31,38.09106,North Dakota,2020,,,,
14943,Donald Trump,2020-10-31,56.61177,North Dakota,2020,,,,
14944,Joseph R. Biden Jr.,2020-10-30,38.09855,North Dakota,2020,,,,
14945,Donald Trump,2020-10-30,56.58128,North Dakota,2020,,,,
14946,Joseph R. Biden Jr.,2020-10-29,38.99471,North Dakota,2020,,,,
14947,Donald Trump,2020-10-29,55.79006,North Dakota,2020,,,,
14948,Joseph R. Biden Jr.,2020-10-28,38.7282,North Dakota,2020,,,,
14949,Donald Trump,2020-10-28,55.69761,North Dakota,2020,,,,
14950,Joseph R. Biden Jr.,2020-10-27,38.20291,North Dakota,2020,,,,
14951,Donald Trump,2020-10-27,56.34586,North Dakota,2020,,,,
14952,Joseph R. Biden Jr.,2020-10-26,38.15753,North Dakota,2020,,,,
14953,Donald Trump,2020-10-26,56.28236,North Dakota,2020,,,,
14954,Joseph R. Biden Jr.,2020-10-25,37.83708,North Dakota,2020,,,,
14955,Donald Trump,2020-10-25,56.80424,North Dakota,2020,,,,
14956,Joseph R. Biden Jr.,2020-10-24,37.89354,North Dakota,2020,,,,
14957,Donald Trump,2020-10-24,56.38245,North Dakota,2020,,,,
14958,Joseph R. Biden Jr.,2020-10-23,37.32849,North Dakota,2020,,,,
14959,Donald Trump,2020-10-23,56.92277,North Dakota,2020,,,,
14960,Joseph R. Biden Jr.,2020-10-22,37.51638,North Dakota,2020,,,,
14961,Donald Trump,2020-10-22,56.71666,North Dakota,2020,,,,
14962,Joseph R. Biden Jr.,2020-10-21,37.22085,North Dakota,2020,,,,
14963,Donald Trump,2020-10-21,56.97107,North Dakota,2020,,,,
14964,Joseph R. Biden Jr.,2020-10-20,37.43268,North Dakota,2020,,,,
14965,Donald Trump,2020-10-20,56.74877,North Dakota,2020,,,,
14966,Joseph R. Biden Jr.,2020-10-19,37.50713,North Dakota,2020,,,,
14967,Donald Trump,2020-10-19,56.74947,North Dakota,2020,,,,
14968,Joseph R. Biden Jr.,2020-10-18,37.26547,North Dakota,2020,,,,
14969,Donald Trump,2020-10-18,57.08053,North Dakota,2020,,,,
14970,Joseph R. Biden Jr.,2020-10-17,37.00699,North Dakota,2020,,,,
14971,Donald Trump,2020-10-17,57.0416,North Dakota,2020,,,,
14972,Joseph R. Biden Jr.,2020-10-16,37.13136,North Dakota,2020,,,,
14973,Donald Trump,2020-10-16,56.86586,North Dakota,2020,,,,
14974,Joseph R. Biden Jr.,2020-10-15,36.89817,North Dakota,2020,,,,
14975,Donald Trump,2020-10-15,57.18796,North Dakota,2020,,,,
14976,Joseph R. Biden Jr.,2020-10-14,36.98315,North Dakota,2020,,,,
14977,Donald Trump,2020-10-14,56.9877,North Dakota,2020,,,,
14978,Joseph R. Biden Jr.,2020-10-13,36.62992,North Dakota,2020,,,,
14979,Donald Trump,2020-10-13,57.47063,North Dakota,2020,,,,
14980,Joseph R. Biden Jr.,2020-10-12,36.17847,North Dakota,2020,,,,
14981,Donald Trump,2020-10-12,57.89774,North Dakota,2020,,,,
14982,Joseph R. Biden Jr.,2020-10-11,36.12031,North Dakota,2020,,,,
14983,Donald Trump,2020-10-11,57.91396,North Dakota,2020,,,,
14984,Joseph R. Biden Jr.,2020-10-10,36.01065,North Dakota,2020,,,,
14985,Donald Trump,2020-10-10,57.92367,North Dakota,2020,,,,
14986,Joseph R. Biden Jr.,2020-10-09,36.02147,North Dakota,2020,,,,
14987,Donald Trump,2020-10-09,57.92735,North Dakota,2020,,,,
14988,Joseph R. Biden Jr.,2020-10-08,35.98145,North Dakota,2020,,,,
14989,Donald Trump,2020-10-08,57.95473,North Dakota,2020,,,,
14990,Joseph R. Biden Jr.,2020-10-07,35.88168,North Dakota,2020,,,,
14991,Donald Trump,2020-10-07,57.98163,North Dakota,2020,,,,
14992,Joseph R. Biden Jr.,2020-10-06,35.85323,North Dakota,2020,,,,
14993,Donald Trump,2020-10-06,58.13848,North Dakota,2020,,,,
14994,Joseph R. Biden Jr.,2020-10-05,35.67476,North Dakota,2020,,,,
14995,Donald Trump,2020-10-05,58.21288,North Dakota,2020,,,,
14996,Joseph R. Biden Jr.,2020-10-04,35.56538,North Dakota,2020,,,,
14997,Donald Trump,2020-10-04,58.83654,North Dakota,2020,,,,
14998,Joseph R. Biden Jr.,2020-10-03,35.51083,North Dakota,2020,,,,
14999,Donald Trump,2020-10-03,58.93785,North Dakota,2020,,,,
15000,Joseph R. Biden Jr.,2020-10-02,38.07976,North Dakota,2020,,,,
15001,Donald Trump,2020-10-02,55.20242,North Dakota,2020,,,,
15002,Joseph R. Biden Jr.,2020-10-01,38.15659,North Dakota,2020,,,,
15003,Donald Trump,2020-10-01,54.98032,North Dakota,2020,,,,
15004,Joseph R. Biden Jr.,2020-09-30,38.04271,North Dakota,2020,,,,
15005,Donald Trump,2020-09-30,55.03181,North Dakota,2020,,,,
15006,Joseph R. Biden Jr.,2020-09-29,37.97743,North Dakota,2020,,,,
15007,Donald Trump,2020-09-29,55.15791,North Dakota,2020,,,,
15008,Joseph R. Biden Jr.,2020-09-28,39.10378,North Dakota,2020,,,,
15009,Donald Trump,2020-09-28,54.09388,North Dakota,2020,,,,
15010,Joseph R. Biden Jr.,2020-09-27,39.14728,North Dakota,2020,,,,
15011,Donald Trump,2020-09-27,53.99971,North Dakota,2020,,,,
15012,Joseph R. Biden Jr.,2020-09-26,39.08187,North Dakota,2020,,,,
15013,Donald Trump,2020-09-26,54.05278,North Dakota,2020,,,,
15014,Joseph R. Biden Jr.,2020-09-25,39.05589,North Dakota,2020,,,,
15015,Donald Trump,2020-09-25,54.035,North Dakota,2020,,,,
15016,Joseph R. Biden Jr.,2020-09-24,39.03243,North Dakota,2020,,,,
15017,Donald Trump,2020-09-24,54.04513,North Dakota,2020,,,,
15018,Joseph R. Biden Jr.,2020-09-23,39.1263,North Dakota,2020,,,,
15019,Donald Trump,2020-09-23,53.82528,North Dakota,2020,,,,
15020,Joseph R. Biden Jr.,2020-09-22,39.04953,North Dakota,2020,,,,
15021,Donald Trump,2020-09-22,54.13255,North Dakota,2020,,,,
15022,Joseph R. Biden Jr.,2020-09-21,39.06666,North Dakota,2020,,,,
15023,Donald Trump,2020-09-21,54.14346,North Dakota,2020,,,,
15024,Joseph R. Biden Jr.,2020-09-20,39.07104,North Dakota,2020,,,,
15025,Donald Trump,2020-09-20,54.13809,North Dakota,2020,,,,
15026,Joseph R. Biden Jr.,2020-09-19,38.95105,North Dakota,2020,,,,
15027,Donald Trump,2020-09-19,54.02912,North Dakota,2020,,,,
15028,Joseph R. Biden Jr.,2020-09-18,38.96103,North Dakota,2020,,,,
15029,Donald Trump,2020-09-18,54.01974,North Dakota,2020,,,,
15030,Joseph R. Biden Jr.,2020-09-17,38.93467,North Dakota,2020,,,,
15031,Donald Trump,2020-09-17,54.19166,North Dakota,2020,,,,
15032,Joseph R. Biden Jr.,2020-09-16,38.95932,North Dakota,2020,,,,
15033,Donald Trump,2020-09-16,54.14193,North Dakota,2020,,,,
15034,Joseph R. Biden Jr.,2020-09-15,39.03197,North Dakota,2020,,,,
15035,Donald Trump,2020-09-15,54.03265,North Dakota,2020,,,,
15036,Joseph R. Biden Jr.,2020-09-14,39.04981,North Dakota,2020,,,,
15037,Donald Trump,2020-09-14,54.13186,North Dakota,2020,,,,
15038,Joseph R. Biden Jr.,2020-09-13,39.13138,North Dakota,2020,,,,
15039,Donald Trump,2020-09-13,54.09856,North Dakota,2020,,,,
15040,Joseph R. Biden Jr.,2020-09-12,39.06624,North Dakota,2020,,,,
15041,Donald Trump,2020-09-12,53.89822,North Dakota,2020,,,,
15042,Joseph R. Biden Jr.,2020-09-11,39.15758,North Dakota,2020,,,,
15043,Donald Trump,2020-09-11,53.92498,North Dakota,2020,,,,
15044,Joseph R. Biden Jr.,2020-09-10,39.1301,North Dakota,2020,,,,
15045,Donald Trump,2020-09-10,53.90868,North Dakota,2020,,,,
15046,Joseph R. Biden Jr.,2020-09-09,39.04808,North Dakota,2020,,,,
15047,Donald Trump,2020-09-09,53.73411,North Dakota,2020,,,,
15048,Joseph R. Biden Jr.,2020-09-08,39.26001,North Dakota,2020,,,,
15049,Donald Trump,2020-09-08,53.87905,North Dakota,2020,,,,
15050,Joseph R. Biden Jr.,2020-09-07,39.28671,North Dakota,2020,,,,
15051,Donald Trump,2020-09-07,53.90339,North Dakota,2020,,,,
15052,Joseph R. Biden Jr.,2020-09-06,39.19064,North Dakota,2020,,,,
15053,Donald Trump,2020-09-06,53.86629,North Dakota,2020,,,,
15054,Joseph R. Biden Jr.,2020-09-05,39.18386,North Dakota,2020,,,,
15055,Donald Trump,2020-09-05,53.83757,North Dakota,2020,,,,
15056,Joseph R. Biden Jr.,2020-09-04,39.18435,North Dakota,2020,,,,
15057,Donald Trump,2020-09-04,53.79575,North Dakota,2020,,,,
15058,Joseph R. Biden Jr.,2020-09-03,39.02115,North Dakota,2020,,,,
15059,Donald Trump,2020-09-03,53.77764,North Dakota,2020,,,,
15060,Joseph R. Biden Jr.,2020-09-02,39.04557,North Dakota,2020,,,,
15061,Donald Trump,2020-09-02,53.7463,North Dakota,2020,,,,
15062,Joseph R. Biden Jr.,2020-09-01,38.94262,North Dakota,2020,,,,
15063,Donald Trump,2020-09-01,53.94685,North Dakota,2020,,,,
15064,Joseph R. Biden Jr.,2020-08-31,38.90242,North Dakota,2020,,,,
15065,Donald Trump,2020-08-31,53.90734,North Dakota,2020,,,,
15066,Joseph R. Biden Jr.,2020-08-30,38.83105,North Dakota,2020,,,,
15067,Donald Trump,2020-08-30,53.17112,North Dakota,2020,,,,
15068,Joseph R. Biden Jr.,2020-08-29,38.92447,North Dakota,2020,,,,
15069,Donald Trump,2020-08-29,53.14086,North Dakota,2020,,,,
15070,Joseph R. Biden Jr.,2020-08-28,38.96518,North Dakota,2020,,,,
15071,Donald Trump,2020-08-28,52.99025,North Dakota,2020,,,,
15072,Joseph R. Biden Jr.,2020-08-27,38.83403,North Dakota,2020,,,,
15073,Donald Trump,2020-08-27,53.30757,North Dakota,2020,,,,
15074,Joseph R. Biden Jr.,2020-08-26,38.82901,North Dakota,2020,,,,
15075,Donald Trump,2020-08-26,53.30062,North Dakota,2020,,,,
15076,Joseph R. Biden Jr.,2020-08-25,39.31185,North Dakota,2020,,,,
15077,Donald Trump,2020-08-25,53.25023,North Dakota,2020,,,,
15078,Joseph R. Biden Jr.,2020-08-24,39.42536,North Dakota,2020,,,,
15079,Donald Trump,2020-08-24,53.20274,North Dakota,2020,,,,
15080,Joseph R. Biden Jr.,2020-08-23,39.34432,North Dakota,2020,,,,
15081,Donald Trump,2020-08-23,53.25505,North Dakota,2020,,,,
15082,Joseph R. Biden Jr.,2020-08-22,39.26007,North Dakota,2020,,,,
15083,Donald Trump,2020-08-22,53.31158,North Dakota,2020,,,,
15084,Joseph R. Biden Jr.,2020-08-21,39.30045,North Dakota,2020,,,,
15085,Donald Trump,2020-08-21,53.48304,North Dakota,2020,,,,
15086,Joseph R. Biden Jr.,2020-08-20,39.36678,North Dakota,2020,,,,
15087,Donald Trump,2020-08-20,53.65413,North Dakota,2020,,,,
15088,Joseph R. Biden Jr.,2020-08-19,39.32718,North Dakota,2020,,,,
15089,Donald Trump,2020-08-19,53.7779,North Dakota,2020,,,,
15090,Joseph R. Biden Jr.,2020-08-18,39.37339,North Dakota,2020,,,,
15091,Donald Trump,2020-08-18,53.7841,North Dakota,2020,,,,
15092,Joseph R. Biden Jr.,2020-08-17,39.427,North Dakota,2020,,,,
15093,Donald Trump,2020-08-17,53.77503,North Dakota,2020,,,,
15094,Joseph R. Biden Jr.,2020-08-16,39.43306,North Dakota,2020,,,,
15095,Donald Trump,2020-08-16,53.81544,North Dakota,2020,,,,
15096,Joseph R. Biden Jr.,2020-08-15,39.39338,North Dakota,2020,,,,
15097,Donald Trump,2020-08-15,53.50376,North Dakota,2020,,,,
15098,Joseph R. Biden Jr.,2020-08-14,39.39328,North Dakota,2020,,,,
15099,Donald Trump,2020-08-14,53.50384,North Dakota,2020,,,,
15100,Joseph R. Biden Jr.,2020-08-13,39.16015,North Dakota,2020,,,,
15101,Donald Trump,2020-08-13,53.4678,North Dakota,2020,,,,
15102,Joseph R. Biden Jr.,2020-08-12,38.81659,North Dakota,2020,,,,
15103,Donald Trump,2020-08-12,53.26613,North Dakota,2020,,,,
15104,Joseph R. Biden Jr.,2020-08-11,38.918,North Dakota,2020,,,,
15105,Donald Trump,2020-08-11,53.24892,North Dakota,2020,,,,
15106,Joseph R. Biden Jr.,2020-08-10,38.66091,North Dakota,2020,,,,
15107,Donald Trump,2020-08-10,53.03869,North Dakota,2020,,,,
15108,Joseph R. Biden Jr.,2020-08-09,38.50416,North Dakota,2020,,,,
15109,Donald Trump,2020-08-09,53.10054,North Dakota,2020,,,,
15110,Joseph R. Biden Jr.,2020-08-08,38.5325,North Dakota,2020,,,,
15111,Donald Trump,2020-08-08,53.0912,North Dakota,2020,,,,
15112,Joseph R. Biden Jr.,2020-08-07,38.5325,North Dakota,2020,,,,
15113,Donald Trump,2020-08-07,53.0912,North Dakota,2020,,,,
15114,Joseph R. Biden Jr.,2020-08-06,38.56168,North Dakota,2020,,,,
15115,Donald Trump,2020-08-06,53.27221,North Dakota,2020,,,,
15116,Joseph R. Biden Jr.,2020-08-05,38.88244,North Dakota,2020,,,,
15117,Donald Trump,2020-08-05,53.60422,North Dakota,2020,,,,
15118,Joseph R. Biden Jr.,2020-08-04,39.00158,North Dakota,2020,,,,
15119,Donald Trump,2020-08-04,53.53429,North Dakota,2020,,,,
15120,Joseph R. Biden Jr.,2020-08-03,39.01728,North Dakota,2020,,,,
15121,Donald Trump,2020-08-03,53.46071,North Dakota,2020,,,,
15122,Joseph R. Biden Jr.,2020-08-02,38.72905,North Dakota,2020,,,,
15123,Donald Trump,2020-08-02,53.09779,North Dakota,2020,,,,
15124,Joseph R. Biden Jr.,2020-08-01,38.7247,North Dakota,2020,,,,
15125,Donald Trump,2020-08-01,53.1106,North Dakota,2020,,,,
15126,Joseph R. Biden Jr.,2020-07-31,38.7247,North Dakota,2020,,,,
15127,Donald Trump,2020-07-31,53.1106,North Dakota,2020,,,,
15128,Joseph R. Biden Jr.,2020-07-30,38.54019,North Dakota,2020,,,,
15129,Donald Trump,2020-07-30,52.85642,North Dakota,2020,,,,
15130,Joseph R. Biden Jr.,2020-07-29,38.6036,North Dakota,2020,,,,
15131,Donald Trump,2020-07-29,53.02608,North Dakota,2020,,,,
15132,Joseph R. Biden Jr.,2020-07-28,38.73756,North Dakota,2020,,,,
15133,Donald Trump,2020-07-28,52.99602,North Dakota,2020,,,,
15134,Joseph R. Biden Jr.,2020-07-27,38.57316,North Dakota,2020,,,,
15135,Donald Trump,2020-07-27,52.90688,North Dakota,2020,,,,
15136,Joseph R. Biden Jr.,2020-07-26,38.61192,North Dakota,2020,,,,
15137,Donald Trump,2020-07-26,53.02634,North Dakota,2020,,,,
15138,Joseph R. Biden Jr.,2020-07-25,38.58311,North Dakota,2020,,,,
15139,Donald Trump,2020-07-25,53.02785,North Dakota,2020,,,,
15140,Joseph R. Biden Jr.,2020-07-24,38.5833,North Dakota,2020,,,,
15141,Donald Trump,2020-07-24,53.01368,North Dakota,2020,,,,
15142,Joseph R. Biden Jr.,2020-07-23,38.46318,North Dakota,2020,,,,
15143,Donald Trump,2020-07-23,53.016,North Dakota,2020,,,,
15144,Joseph R. Biden Jr.,2020-07-22,38.2715,North Dakota,2020,,,,
15145,Donald Trump,2020-07-22,52.98317,North Dakota,2020,,,,
15146,Joseph R. Biden Jr.,2020-07-21,38.8922,North Dakota,2020,,,,
15147,Donald Trump,2020-07-21,52.78078,North Dakota,2020,,,,
15148,Joseph R. Biden Jr.,2020-07-20,38.90186,North Dakota,2020,,,,
15149,Donald Trump,2020-07-20,52.7695,North Dakota,2020,,,,
15150,Joseph R. Biden Jr.,2020-07-19,38.91243,North Dakota,2020,,,,
15151,Donald Trump,2020-07-19,52.74489,North Dakota,2020,,,,
15152,Joseph R. Biden Jr.,2020-07-18,38.78976,North Dakota,2020,,,,
15153,Donald Trump,2020-07-18,52.62553,North Dakota,2020,,,,
15154,Joseph R. Biden Jr.,2020-07-17,38.73704,North Dakota,2020,,,,
15155,Donald Trump,2020-07-17,52.61109,North Dakota,2020,,,,
15156,Joseph R. Biden Jr.,2020-07-16,38.73676,North Dakota,2020,,,,
15157,Donald Trump,2020-07-16,52.58037,North Dakota,2020,,,,
15158,Joseph R. Biden Jr.,2020-07-15,38.73334,North Dakota,2020,,,,
15159,Donald Trump,2020-07-15,52.58304,North Dakota,2020,,,,
15160,Joseph R. Biden Jr.,2020-07-14,38.77247,North Dakota,2020,,,,
